font	search_name	document_count	status	download_available	webfont_usable	webfont_usable_reason	delivery	package	version	license	download_url	note
태 가는 헤드라인T	태 가는 헤드라인t	84	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태 나무	태 나무	101	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태 헤드라인D	태 헤드라인d	18	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태 헤드라인T	태 헤드라인t	29	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태-조각브이R	태 조각브이	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태-행복R	태 행복	19	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태고딕	태고딕	941	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태고딕V	태고딕v	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태그래픽	태그래픽	8	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태명조	태명조	273	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태명조V	태명조v	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
태신명조	태신명조	38	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
파도체	파도체	8	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
파랑새B	파랑새	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
파랑새L	파랑새	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
파랑새M	파랑새	5	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
판결서체	판결서체	9	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
펜흘림	펜흘림	11	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
포천 오성과 한음 Regular	포천 오성과 한음	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/o-seongand-han-eum, @noonnu/oseongandhaneum				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
폴라리스새바탕-함초롬바탕호환	폴라리스새바탕 함초롬바탕호환	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
푸른전남	푸른전남	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/puren-jeonnam, @noonnu/purenjeonnam				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
푸른전남 Bold	푸른전남	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/puren-jeonnam, @noonnu/purenjeonnam				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
푸른전남 Medium	푸른전남	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/puren-jeonnam, @noonnu/purenjeonnam				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
푸른전남 Regular	푸른전남	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/puren-jeonnam, @noonnu/purenjeonnam				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
풀잎B	풀잎	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
풀잎L	풀잎	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
풀잎O	풀잎o	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
필기	필기	34	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
하이텔울릉도제목체	하이텔울릉도제목체	15	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
하회마을B	하회마을	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
하회마을L	하회마을	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
하회마을M	하회마을	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한겨레결체	한겨레결체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@noonnu/hankc				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한글 풀어쓰기	한글 풀어쓰기	9	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한샘체C	한샘체c	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양견고딕	한양견고딕	1823	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양견명조	한양견명조	1438	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양궁서	한양궁서	316	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양그래픽	한양그래픽	166	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양신견명조	한양신견명조	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양신명조	한양신명조	7549	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양신명조V	한양신명조v	147	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양중고딕	한양중고딕	5170	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양중고딕V	한양중고딕v	55	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양태고딕	한양태고딕	15	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양태명조	한양태명조	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한양해서	한양해서	40	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 고딕	한컴 고딕	41	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 백제 M	한컴 백제	12	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 소망 B	한컴 소망	7	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 소망 M	한컴 소망	5	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 솔잎 M	한컴 솔잎	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤고딕 230	한컴 윤고딕 230	37	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤고딕 240	한컴 윤고딕 240	44	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤고딕 250	한컴 윤고딕 250	11	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤고딕 720	한컴 윤고딕 720	19	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤고딕 740	한컴 윤고딕 740	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤고딕 760	한컴 윤고딕 760	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤체 B	한컴 윤체	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤체 L	한컴 윤체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 윤체 M	한컴 윤체	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 쿨재즈 B	한컴 쿨재즈	7	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴 쿨재즈 M	한컴 쿨재즈	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴돋움	한컴돋움	495	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr GitHub	projectnoonnu/noonfonts_four	1.0	한컴 라이선스(비상업적 사용 허용 문구는 font-loader.ts 참조)	https://cdn.jsdelivr.net/gh/projectnoonnu/noonfonts_four@1.0/HCRDotum.woff	rhwp-studio font-loader.ts에 이미 등록된 배포본
한컴바탕	한컴바탕	5248	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr GitHub	projectnoonnu/noonfonts_2104	1.0	한컴 라이선스(비상업적 사용 허용 문구는 font-loader.ts 참조)	https://cdn.jsdelivr.net/gh/projectnoonnu/noonfonts_2104@1.0/HANBatang.woff	rhwp-studio font-loader.ts에 이미 등록된 배포본
한컴바탕확장	한컴바탕확장	11	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
한컴산뜻돋움	한컴산뜻돋움	16	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr GitHub	projectnoonnu/noonfonts_four	1.0	한컴 라이선스(비상업적 사용 허용 문구는 font-loader.ts 참조)	https://cdn.jsdelivr.net/gh/projectnoonnu/noonfonts_four@1.0/HCRDotum.woff	rhwp-studio font-loader.ts에 이미 등록된 배포본
